days	height	fertilizer
15	0.272924210934434	A
16	0.857798515324247	A
16	0.427642184852933	A
16	0.747485519377125	A
16	0.843926575083363	A
16	0.395910700773434	A
16	0.061149793822551	A
16	0.321508846197199	A
16	0.693570698844269	A
16	0.323548027935126	A
16	0.604146867379315	A
16	0.805588947589665	A
16	0.820459512013865	A
17	0.375052644318203	A
17	0.364639973704469	A
17	0.858135199911581	A
17	0.617469272789702	A
17	0.710200371686368	A
17	0.580082469590707	A
17	0.865453211018271	A
17	0.281491398636717	A
17	0.18329093864304	A
18	0.849515487333217	A
18	0.482367007158853	A
18	0.840513478731736	A
18	0.181310554840214	A
18	0.726515425204221	A
18	0.69431143880744	A
19	0.904402950865914	A
19	0.524827979223724	A
19	0.6820878732348	A
19	0.372700720666519	A
19	0.0966700792584256	A
19	0.888664501563957	A
19	0.271431146131363	A
19	0.565965943863072	A
20	0.105762246404387	A
20	0.805485905778673	A
20	0.304715197591577	A
20	0.750232531281655	A
21	0.256362032048249	A
21	0.209535064680191	A
21	0.495263634880152	A
21	0.257744317360145	A
21	0.173619647034987	A
21	0.496968798426677	A
21	0.539333646806576	A
22	0.12377531886644	A
22	0.245685620514754	A
22	0.688021306152221	A
22	0.921351189075115	A
22	0.0959683112935938	A
22	0.731421744111383	A
23	0.908467756555182	A
23	0.7845249097057	A
23	0.29544681692884	A
23	0.622513649645648	A
23	0.91363230731804	A
23	0.913993789610687	A
23	0.325813403275484	A
23	0.251537688862299	A
23	0.158560019296905	A
24	0.30874438759444	A
24	0.488869989610976	A
24	0.885469785047462	A
24	0.48966971092159	A
24	0.24688704162448	A
24	0.0445250166618887	A
25	0.400445580909339	A
25	0.818418106345536	A
25	0.332762732820507	A
25	0.125965557177551	A
25	0.358883245188431	A
25	0.605111052214245	A
25	0.373825644773507	A
25	0.660893355098476	A
25	0.660687853621009	A
25	0.531779763861171	A
25	0.411723390793971	A
26	0.433856726856903	A
26	0.293674789766859	A
26	0.554255863001648	A
26	0.872438208238842	A
26	0.136662245369128	A
26	0.397753974257889	A
27	0.202137177722761	A
27	0.410885772076048	A
27	0.12716122623533	A
27	0.440925760621516	A
27	0.903667181778777	A
27	0.730224950704725	A
27	0.894038585975069	A
27	0.451066893506018	A
28	0.578438564873068	A
28	0.464781777225046	A
28	0.104272719986814	A
28	0.237404881607896	A
28	0.477743091934825	A
28	0.357330595249853	A
28	0.895745896472362	A
28	0.50215332462297	A
29	0.303930310367529	A
29	0.266384111581525	A
29	0.754726319913363	A
29	0.673193241178525	A
29	0.158151487053449	A
29	0.061771807988407	A
29	0.723259554060253	A
29	0.594559614992855	A
29	0.162511068056726	A
29	0.0596218001252663	A
29	0.104486382420873	A
29	0.365811503734829	A
29	0.16225629314431	A
30	0.286208686137494	A
30	0.184200804418651	A
30	0.246454603746921	A
30	0.173680496867746	A
30	0.457425638441541	A
30	0.738622999429934	A
30	0.0266293256427162	A
30	0.505339494615327	A
30	0.843639107702379	A
30	0.357519064816492	A
31	0.0459608345020873	A
31	0.132852069781317	A
31	0.308096615374476	A
31	0.148380294180242	A
31	0.126718664978398	A
31	0.212084847405398	A
31	0.216948262997903	A
31	0.125940844930786	A
31	0.940664982801536	A
31	0.313388154861362	A
31	0.485817018032927	A
31	0.653049076645402	A
32	0.0950370572293952	A
32	0.113948284968501	A
32	0.0483380070266625	A
32	0.890535006425732	A
32	0.64564088981327	A
32	0.0909054448226621	A
32	0.472071282439476	A
32	0.44232051395617	A
32	0.359582508749251	A
32	0.949803418722393	A
32	0.169002767303027	A
33	0.779542074829804	A
33	0.0655946939174706	A
33	0.383764340639269	A
33	0.135263312152044	A
33	0.185255284799496	A
33	0.806295395246708	A
33	0.689917572191916	A
33	0.256078246301816	A
33	0.474376576292951	A
33	0.0796508187486325	A
33	0.339139063920204	A
33	0.928825105132999	A
33	0.598684431771594	A
33	0.636925822676856	A
34	0.299469254144545	A
34	0.388785878865745	A
34	0.954574147714691	A
34	0.819453924855529	A
34	0.913817212839301	A
34	0.77845904683151	A
34	0.749591194335761	A
34	0.256716540209406	A
34	0.730395215815709	A
35	0.945215272920904	A
35	0.281371984485304	A
35	0.382711477500075	A
35	0.778292710359285	A
35	0.0739370163064451	A
35	0.348542776113997	A
35	0.424151114382159	A
35	0.150184376999581	A
35	0.557946717259861	A
36	0.929738754736415	A
36	0.948270673708369	A
36	0.169099868294628	A
36	0.519541656724567	A
36	0.368291229863342	A
36	0.64799054870188	A
36	0.258073205584272	A
36	0.449698819749755	A
36	0.164641745553429	A
36	0.353806568125341	A
36	0.695180052871971	A
37	0.465892891632394	A
37	0.0611440306141353	A
37	0.751856803738823	A
37	0.400891567648311	A
37	0.940142331266542	A
37	0.271097124369893	A
37	0.812553726612047	A
37	0.078812596242642	A
37	0.849522969307146	A
37	0.452266950402798	A
38	0.104555089977415	A
38	0.319391401833855	A
38	0.802524212185139	A
38	0.265314431628212	A
38	0.562575343860469	A
38	0.801868425158319	A
38	0.0681892729868801	A
38	0.673496295707689	A
38	0.669706848168668	A
38	0.444630615131852	A
39	0.418725647517324	A
39	0.538752754936772	A
39	0.889796425239184	A
39	0.220863646982859	A
39	0.212571514644272	A
39	0.402706897749644	A
39	0.319624105458692	A
40	0.828773902399312	A
40	0.169811430076758	A
40	0.47276378161041	A
40	0.411808643169933	A
40	0.540752849541606	A
40	0.628822219034192	A
40	0.937780976829041	A
40	0.222487767265799	A
41	4.69448637170717	A
41	4.57598422607407	A
41	4.4601071649231	A
41	11.8828080213779	A
41	3.57361662900075	A
41	4.45693858200684	A
41	2.21429052428486	A
41	4.81324705129218	A
41	3.21781351653493	A
42	4.0940756094642	A
42	13.8078116845085	A
42	2.61843236411431	A
42	3.37191516906023	A
42	3.7062527150847	A
42	10.6893091814311	A
42	4.34875666396692	A
42	4.64139728527516	A
42	9.058362106853	A
42	7.89221195098089	A
42	5.67901321217508	A
42	9.10977371608218	A
42	8.01136300731067	A
42	1.17564983365191	A
43	3.70787443919107	A
43	7.5282574789471	A
43	1.09871260470999	A
43	0.312044932946712	A
43	3.83030687505379	A
43	4.99549126112834	A
43	6.55941560199702	A
43	15.9967955152904	A
43	1.74212272657005	A
43	7.09671611559369	A
43	2.89194959417096	A
43	4.73666385840625	A
43	4.5360715421848	A
43	4.01306724129245	A
43	3.13686603288813	A
44	15.1802537198388	A
44	11.8417574845754	A
44	3.04476403746413	A
44	2.54638319863491	A
44	12.1396337540474	A
44	10.8866319867366	A
44	4.59938251040876	A
44	3.25294205406681	A
44	9.8058196213683	A
44	13.8753292451542	A
44	5.18653787849772	A
44	15.6010772645421	A
45	11.8210588036707	A
45	2.0197360674923	A
45	11.8511969142442	A
45	3.02644238388166	A
45	23.6402370170104	A
45	29.1739989850586	A
45	6.1177852353349	A
46	4.71546499803662	A
46	16.3871962744241	A
46	9.39945396119176	A
46	34.9161776050477	A
46	10.8675999726683	A
46	18.6673936245078	A
46	12.4700215878067	A
47	5.71726791117592	A
47	15.1579229951434	A
47	3.18435531016439	A
47	28.7355486156288	A
47	16.152533382119	A
47	36.4961167036215	A
47	20.6350952889966	A
48	8.96053569078186	A
48	22.3472635348906	A
48	7.46902368355749	A
48	4.57366599760896	A
48	20.2944623551746	A
48	13.1870812678157	A
48	17.8410535163162	A
48	18.8134132415166	A
48	12.8947905381193	A
48	13.133312671815	A
48	17.6482138487617	A
49	31.0208699657321	A
49	4.03433199570239	A
49	27.1894618762842	A
49	24.7895037121352	A
49	32.5109983727636	A
49	18.868160763657	A
49	25.6401880991629	A
49	24.6709879077223	A
50	17.2347996900835	A
50	34.7686780598317	A
50	34.6540261569495	A
50	30.41213649515	A
50	39.3383345454085	A
50	29.054864255653	A
50	10.7640779154196	A
50	18.3973458576311	A
50	12.1238738510164	A
51	20.6559936356069	A
51	19.3063332277587	A
51	26.2011587314424	A
51	16.7307835144755	A
51	27.4502877240408	A
51	19.6241535608118	A
51	44.4728726937265	A
51	34.5970747601721	A
51	36.8917422949523	A
52	31.9018535782634	A
52	44.9717608051942	A
52	21.9426354605102	A
52	23.8935526963943	A
52	43.1928223854166	A
52	22.9330364668963	A
52	27.6961925639804	A
52	25.8719207055802	A
52	26.8100713145149	A
52	27.2488669702344	A
52	35.0118833126783	A
52	28.5366951773039	A
52	25.4004253788574	A
53	44.7603882517041	A
53	29.7242059145313	A
53	30.1344346995661	A
53	30.9580925878644	A
53	39.1766630705141	A
53	31.5243559587367	A
53	32.3636582853295	A
53	25.9533952124434	A
53	29.7072972775368	A
53	33.7916044043452	A
53	27.3310551374034	A
53	38.8649619263257	A
53	18.5760591821321	A
53	36.9155786078977	A
54	18.6655017646241	A
54	31.2002387316339	A
54	29.10720095555	A
54	27.92905219319	A
54	33.9110322215261	A
54	15.7264057431999	A
54	46.6958331201856	A
54	19.18027563788	A
54	31.2546959852762	A
54	24.8807989495715	A
54	28.6218099880655	A
54	57.0316654562835	A
54	36.7239561969325	A
54	24.0769946956567	A
55	21.1039446558142	A
55	42.1618710127266	A
55	37.6244016728536	A
55	34.7493162545616	A
55	29.086378525463	A
55	23.7453968985852	A
55	27.9580770338432	A
55	48.8902880371392	A
55	32.8573330520318	A
55	25.3757315261551	A
55	58.3629062242358	A
55	43.9510037737245	A
55	37.4635289908697	A
55	50.5848304870902	A
56	49.4342265137494	A
56	34.7675695176885	A
56	63.2010246454047	A
56	38.7997296985899	A
56	27.1650534978719	A
56	40.1760039804578	A
56	43.8153833923235	A
56	65.1197839905936	A
56	43.1880236789371	A
56	46.7299880542341	A
56	41.6284706464347	A
56	39.0899915763346	A
56	42.1427397168872	A
56	50.7563960563016	A
57	64.7724500865229	A
57	54.4439243876377	A
57	56.789083983867	A
57	32.6367657844196	A
57	54.8489557005338	A
57	47.5092480366065	A
57	30.9674997090776	A
57	51.1502274264814	A
57	44.3824539528398	A
58	60.675873119698	A
58	39.7491800039533	A
58	43.1378824607145	A
58	38.8689050262256	A
58	47.0489603856346	A
58	52.9301177948634	A
59	41.8925182688039	A
59	57.8437316798167	A
59	37.4591721369553	A
59	39.2701558719226	A
59	64.3415770684428	A
59	40.0115253469535	A
59	55.1297471231751	A
59	47.4992394889108	A
59	55.4040183965093	A
59	68.3187328620405	A
59	67.5958843344197	A
59	48.5409219931724	A
60	29.3276446470753	A
60	77.2466158983416	A
60	59.4806616676549	A
60	58.343273359637	A
60	53.1560047685409	A
60	58.4810842295293	A
60	51.8262416823033	A
60	57.7069464325451	A
60	50.3675325602236	A
60	40.6979212245254	A
60	64.5183826745488	A
60	69.8674502549955	A
61	52.3325943077439	A
61	42.9471024439231	A
61	62.5324130567782	A
61	55.9929086310602	A
61	39.3178159317516	A
61	56.7613185968027	A
61	50.7969966607186	A
61	54.5603142013959	A
62	47.3042763736415	A
62	77.8314190791747	A
62	56.5786796360878	A
62	44.1348658774692	A
62	62.5819343873948	A
63	63.6617564640547	A
63	51.3817329959071	A
63	32.4707932832045	A
63	54.9551829743488	A
63	67.0650763592048	A
63	60.8227672395739	A
63	62.0282125599476	A
63	68.6482072862012	A
63	51.3854136142053	A
63	74.4277704427424	A
63	63.9465597172183	A
64	71.1631066739808	A
64	74.5810773473746	A
64	66.6548041491531	A
64	55.9329238713398	A
64	76.4696455596733	A
64	45.1683505521453	A
64	59.9320925999827	A
64	63.2732929084301	A
64	64.3487896323499	A
64	76.3046390878411	A
64	67.7322189310278	A
64	70.8016760342384	A
64	66.273451869871	A
65	64.5833565838067	A
65	74.1655080661964	A
65	79.002283572158	A
65	43.8990378510813	A
65	73.7473955524584	A
65	71.8872440677865	A
65	64.1573227844392	A
65	78.5501280757682	A
65	65.4476281828162	A
65	66.8866933820043	A
65	78.4240977807981	A
65	87.166272991206	A
66	72.8205490093723	A
66	65.9581599021236	A
66	58.7388670514041	A
66	67.3496702112099	A
66	61.3217067348998	A
66	68.5206741688122	A
66	75.3837916822157	A
66	63.0414290797614	A
66	98.5616688109488	A
66	73.8101167566508	A
67	84.4520726745494	A
67	50.8287602015989	A
67	81.5500115719544	A
67	61.0075483954844	A
67	83.5180367760914	A
67	78.4213015545196	A
67	70.4247142073023	A
67	87.8625863017727	A
67	68.0576833075308	A
67	69.6838569575946	A
67	65.6292781897458	A
67	68.9582139324661	A
67	85.3318495337308	A
68	80.7570214954516	A
68	86.5615921767704	A
68	73.2688133594632	A
68	81.1137029177465	A
68	80.2716492448649	A
68	63.7174265761746	A
68	95.8542928747545	A
68	79.7144766093368	A
68	86.6259899915786	A
69	89.0013667690898	A
69	78.9743429855773	A
69	76.5718458023303	A
69	88.5967370242551	A
69	69.427018509387	A
69	99.8533738622415	A
69	76.6636789371164	A
69	97.1314530227499	A
69	95.7121269395063	A
69	81.4796573358591	A
70	88.122209148515	A
70	72.6245152046554	A
70	86.9400650302243	A
70	94.3861245835618	A
70	85.030784868972	A
70	79.5286309084564	A
70	77.5121814754956	A
70	83.8907757737749	A
70	95.181614606768	A
70	79.7402506969872	A
70	83.4598988867256	A
70	71.8785999617916	A
70	89.7931283601486	A
70	97.9290152011415	A
71	100.390410094028	A
71	93.7470273089736	A
71	66.9321120979739	A
71	90.4502950412376	A
71	91.001356033012	A
71	83.0559971417009	A
71	88.3248947094798	A
71	78.8196404587309	A
71	94.4023077401566	A
71	84.548989853469	A
71	72.1891781485605	A
72	84.4454924382952	A
72	102.034349290698	A
72	85.0771863526884	A
72	95.867500422091	A
72	98.3358564019779	A
72	89.0039870432637	A
72	85.7667769445015	A
72	84.083044908665	A
72	96.985892255748	A
72	79.4354258451719	A
72	92.922108435364	A
73	88.5850063343569	A
73	69.1611064351206	A
73	78.4114954392681	A
73	102.170193287926	A
73	91.367210494648	A
74	102.152832161336	A
74	113.234744633086	A
74	109.578811811091	A
74	101.85268492313	A
74	98.9696268656675	A
74	94.2020157354267	A
74	112.238917949044	A
74	102.842341093185	A
74	85.2342305912864	A
75	95.5635746510968	A
75	78.4109017973016	A
75	95.9474115388936	A
75	72.3067233005401	A
75	111.700021671981	A
75	92.4745699896786	A
75	94.7102116130581	A
75	97.4068166769804	A
75	105.342181739891	A
75	106.273401772227	A
76	106.189519724717	A
76	95.0845739607388	A
76	87.7470874372166	A
76	97.972777556621	A
76	104.819141324505	A
76	94.2891887842798	A
76	101.861590655215	A
76	91.023376738702	A
76	102.766909857844	A
77	104.348554015974	A
77	101.84124371539	A
77	101.990890432639	A
77	121.475520027849	A
77	112.095865124183	A
77	115.584310807306	A
77	95.5979304717017	A
77	106.71341838428	A
77	116.798251870973	A
77	105.374785754735	A
78	84.8863935176535	A
78	109.808457620995	A
78	87.5204455441447	A
78	98.8482984685978	A
78	120.260043212996	A
78	113.206368493027	A
78	118.506689555354	A
78	110.866048615136	A
78	106.908412375171	A
78	99.1568722687271	A
78	124.449137537192	A
78	109.060105981219	A
79	102.118715993321	A
79	117.982230997171	A
79	120.194409582779	A
79	128.526547741986	A
79	103.840026963949	A
79	107.281321792769	A
79	107.357779684698	A
79	108.093425771796	A
80	108.573690542976	A
80	109.673225472991	A
80	127.438204101999	A
80	106.37461708087	A
80	109.678324940786	A
80	120.415364521715	A
80	125.437724465351	A
80	107.128891969761	A
80	109.919137838617	A
81	120.32620590498	A
81	125.80754226538	A
81	113.23835411912	A
81	101.750065526114	A
81	133.981210321009	A
81	131.450695723116	A
81	110.086288541501	A
81	116.929324263444	A
82	100.645312646341	A
82	124.087229718191	A
82	134.603467982018	A
82	102.827193528953	A
82	112.154314867983	A
82	113.538230662494	A
82	113.618686064288	A
82	100.157144043821	A
82	125.889635592479	A
82	105.592018600343	A
83	120.810023607217	A
83	127.469847210253	A
83	120.338045785154	A
83	131.420083924735	A
83	122.392849290818	A
83	116.623395494143	A
83	129.983594150346	A
83	119.241672599704	A
83	141.666111849785	A
84	124.11740288837	A
84	133.068149936005	A
84	127.40162903244	A
84	95.7195140107952	A
84	112.22888068671	A
84	121.888977398552	A
85	129.488036637456	A
85	104.02276879641	A
85	137.126966333807	A
85	121.615742661456	A
85	120.521227206371	A
85	113.213884074558	A
85	114.291062619989	A
85	129.423318360544	A
85	134.343694066739	A
85	108.931170402157	A
86	120.046380205507	A
86	135.597717222526	A
86	126.369629153501	A
86	152.793685018173	A
86	143.657466727481	A
86	137.304980340696	A
86	131.518844495382	A
86	134.353607820553	A
86	124.530938747324	A
86	138.740171529572	A
87	147.832139600857	A
87	145.034299100833	A
87	126.487557433359	A
87	119.211231507764	A
87	134.573443005118	A
87	140.19889370917	A
87	149.329939798086	A
87	122.723905154664	A
87	139.553845926074	A
88	139.444998350885	A
88	149.679552612591	A
88	137.670900278704	A
88	134.677011454957	A
88	126.841858638816	A
89	136.375795164064	A
90	138.498762274217	A
90	165.625543257891	A
90	166.585313757	A
90	141.172967205157	A
90	133.243325609381	A
90	124.220650659253	A
90	149.09671633438	A
90	133.224264162651	A
90	167.276593255444	A
90	135.72382427342	A
90	145.721064297457	A
90	182.952766807107	A
91	133.940900020567	A
91	148.135666244215	A
91	133.991055277748	A
91	148.71653648822	A
91	136.53735464938	A
91	146.223031227369	A
91	143.051313578434	A
91	134.247577595673	A
91	146.252926884239	A
91	156.236010360594	A
91	162.379674539037	A
91	133.252887290708	A
91	144.723890669577	A
91	159.054245268556	A
91	136.617776521564	A
91	122.594993111496	A
92	138.670974414867	A
92	138.417605420644	A
92	150.064885923278	A
92	145.58263206502	A
92	152.174961282446	A
92	145.726275920733	A
92	153.781183946953	A
92	146.61994225003	A
93	162.991014465211	A
93	143.776724747428	A
93	154.206666454393	A
93	142.481504317155	A
93	153.470064788708	A
93	151.152698275215	A
93	135.144793538614	A
93	150.54773443381	A
93	164.092136655027	A
93	159.163999231995	A
93	154.202476308876	A
93	141.656835562871	A
93	165.392286527891	A
94	155.542017089454	A
94	150.292262472313	A
94	171.590282128008	A
94	147.834076784005	A
94	158.593609607578	A
94	168.827374211835	A
94	162.302227951704	A
94	153.239777354632	A
94	152.245818965774	A
94	160.071355300461	A
95	162.224811145996	A
95	157.336074003287	A
95	170.514489722567	A
95	157.061680001618	A
95	150.987039216823	A
95	163.633261315213	A
95	136.992176776461	A
95	163.289737437984	A
95	164.789609524237	A
95	157.601252845701	A
96	148.918568346681	A
96	156.320053966861	A
96	175.858303422363	A
96	153.284855202013	A
96	137.792878822704	A
96	169.232454422092	A
96	156.246893427986	A
96	156.181134340476	A
96	149.22635958845	A
96	161.634413716528	A
96	168.902393004297	A
96	156.165179744102	A
96	156.272720585812	A
96	173.336402150003	A
96	160.044903229197	A
96	160.950982866767	A
96	156.622217492649	A
96	172.004346356002	A
97	153.388063707338	A
97	171.882503858804	A
97	171.477022889764	A
97	158.833990640088	A
97	172.114203137233	A
97	173.94769863596	A
97	170.076202885194	A
97	185.048420454182	A
97	145.71646808775	A
97	153.990790693624	A
97	151.874807862692	A
97	167.406799344698	A
97	181.606290791597	A
97	182.568889529762	A
97	170.82296698395	A
98	174.936732625603	A
98	164.911251259701	A
98	171.499717600742	A
98	171.142354771295	A
98	160.009597249435	A
98	165.017050662491	A
98	167.381587355925	A
98	182.84845816173	A
99	158.750113103017	A
99	148.276648521963	A
99	177.192782182044	A
99	161.408393792465	A
99	165.268930768394	A
99	178.767050312828	A
99	162.539137354517	A
99	167.209330203622	A
99	185.794245342346	A
99	176.593077123164	A
99	176.821913554643	A
99	170.213266442821	A
99	160.482661466973	A
99	156.973728456442	A
100	170.246143564434	A
100	192.497192277729	A
100	174.907038162136	A
100	174.873729092464	A
100	176.7062360885	A
100	170.217920009086	A
100	160.142459734421	A
100	201.037407958518	A
1	0.934375	B
1	0.763634580488238	B
1	0.797018726889899	B
1	0.108778218670826	B
1	0.923174015653784	B
1	0.141184445509377	B
1	0.137642486816427	B
1	0.886678687907989	B
1	0.485909119141678	B
1	0.14839889134358	B
1	0.333789466618329	B
1	0.632328483052941	B
2	0.298781858834749	B
2	0.336924517226485	B
2	0.141685469114842	B
2	0.63142437535377	B
2	0.177358715979305	B
2	0.914612381195185	B
2	0.860438138188328	B
3	0.904376343804568	B
3	0.69353696993979	B
3	0.354925521513602	B
3	0.748475142744912	B
3	0.0106849457855181	B
3	0.901129182515433	B
3	0.952343008451863	B
3	0.342513839141854	B
3	0.716483602504014	B
3	0.759871147825229	B
3	0.676448214449918	B
3	0.455998995457777	B
4	0.474043920752594	B
4	0.29521693008913	B
4	0.66605340266445	B
4	0.788510251217911	B
4	0.416604405715284	B
4	0.493285458942409	B
4	0.635385510676617	B
4	0.137201312085381	B
4	0.330133752334706	B
4	0.388856766396204	B
4	0.0817563805806762	B
4	0.893714764572604	B
4	0.803451397262204	B
4	0.842790242148717	B
5	0.896724448160967	B
5	0.0694414404085062	B
5	0.362977797146111	B
5	0.515453884329568	B
5	0.100673049552521	B
5	0.768284051164906	B
5	0.708823339732287	B
5	0.0499761378256759	B
5	0.462079174312143	B
5	0.882162930628207	B
5	0.0397980777003493	B
5	0.281742140708957	B
6	0.479981716964783	B
6	0.584342729465182	B
6	0.253238672526398	B
6	0.405469500818676	B
6	0.351290132307136	B
6	0.903234267296892	B
6	0.118568416587853	B
6	0.0671146509412211	B
7	0.924137161375257	B
7	0.42407218705436	B
7	0.354844364454039	B
7	0.163150097621838	B
7	0.0519324948351519	B
7	0.630418566404843	B
7	0.554071836833223	B
8	0.945972523787835	B
8	0.578634384767307	B
8	0.0622436721556976	B
8	0.155354536788461	B
8	0.455589673782622	B
8	0.00185229995986447	B
8	0.423065012107447	B
8	0.250057664855073	B
8	0.899313172762049	B
8	0.68600689690599	B
8	0.156290250093055	B
9	0.456346851016861	B
9	0.661496026179519	B
9	0.441691213723971	B
9	0.915348957564372	B
9	0.682850950678889	B
9	0.380600102701769	B
9	0.112815586588113	B
9	0.230111428342449	B
9	0.827645959575118	B
9	0.417810718266991	B
9	0.477123549819227	B
9	0.663097352458862	B
10	0.728633561714864	B
10	0.148926171697288	B
10	0.814063047505138	B
10	0.907367076569548	B
10	0.563901724109503	B
10	0.481323697972888	B
10	0.181872421138299	B
10	0.00176032246478523	B
10	0.841012309644916	B
10	0.128523365419824	B
11	0.0217936731448087	B
11	0.900006009973975	B
11	0.280742526054382	B
11	0.1574796338197	B
11	0.382473282661523	B
11	0.440426436592438	B
11	0.415946229865464	B
11	0.49546775027799	B
11	0.810985512953873	B
11	0.0528657744677426	B
11	0.531086350306093	B
11	0.659597102669068	B
11	0.630638488956418	B
11	0.635703445033869	B
11	0.452557777442658	B
12	0.929131159190245	B
12	0.385438851789028	B
12	0.814154099459606	B
12	0.725118036265486	B
12	0.510409501895387	B
12	0.837726758278828	B
12	0.447651985790192	B
12	0.00778976973379032	B
12	0.697443379438482	B
12	0.686731583826866	B
12	0.179616938907808	B
13	0.619147806961943	B
13	0.519396809841661	B
13	0.321349061472575	B
13	0.611329193071771	B
13	0.794651019513065	B
13	0.679434565177266	B
13	0.334027419584648	B
13	0.122980880143586	B
14	0.371908551838714	B
14	0.88950348382544	B
14	0.770874489176399	B
14	0.727084440120962	B
14	0.917364476879204	B
14	0.952500800408113	B
14	0.581172619878392	B
14	0.0281531169215062	B
14	0.322426801304877	B
15	0.266088999788432	B
15	0.112314318879119	B
15	0.041417498209436	B
15	0.354880211302468	B
15	0.3228417125938	B
15	0.166417030404167	B
15	0.595866059525481	B
15	0.381266809679801	B
15	0.915855944971555	B
15	0.626126549643231	B
15	0.315046061839288	B
15	0.188932267104974	B
15	0.110536394631102	B
16	0.954466917096093	B
16	0.363473528346126	B
16	0.538571922195843	B
16	0.702188100248651	B
16	0.834521988222453	B
16	0.548329832177843	B
16	0.0105762347035731	B
16	0.868552125379211	B
16	0.738543063557397	B
16	0.366566930742313	B
16	0.090127310162643	B
16	0.0475846845753646	B
17	0.786947221524316	B
17	0.79476912501074	B
17	0.627452339268834	B
17	0.127293320828661	B
17	0.327567821960352	B
17	0.70089776320189	B
17	0.869487607075523	B
17	0.667188791092484	B
17	0.231513421332541	B
18	0.617269427418552	B
18	0.26905228808755	B
18	0.917734999035019	B
